=== ciu ===
CIU_CHIP_ID                  0xd4282c00 0x00B02128
GIC_DIST_IGROUP[22]            0xe00010d8 0x00000000
GIC_DIST_IGROUP[23]            0xe00010dc 0x00000000
GIC_DIST_IGROUP[24]            0xe00010e0 0x00000000
GIC_DIST_IGROUP[25]            0xe00010e4 0x00000000
GIC_DIST_IGROUP[26]            0xe00010e8 0x00000000
GIC_DIST_IGROUP[27]            0xe00010ec 0x00000000
GIC_DIST_IGROUP[28]            0xe00010f0 0x00000000
GIC_DIST_IGROUP[29]            0xe00010f4 0x00000000
GIC_DIST_IGROUP[30]            0xe00010f8 0x00000000
GIC_DIST_IGROUP[31]            0xe00010fc 0x00000000
GIC_DIST_ENABLE_SET[0]         0xe0001100 0x0000FFFF
GIC_DIST_ENABLE_SET[1]         0xe0001104 0x01302080
GIC_DIST_ENABLE_SET[2]         0xe0001108 0x00221000
GIC_DIST_ENABLE_SET[3]         0xe000110c 0x00000000
GIC_DIST_ENABLE_SET[4]         0xe0001110 0x00000000
GIC_DIST_ENABLE_SET[5]         0xe0001114 0x00000000
GIC_DIST_ENABLE_SET[6]         0xe0001118 0x00000000
GIC_DIST_ENABLE_SET[7]         0xe000111c 0x00000000
GIC_DIST_ENABLE_SET[8]         0xe0001120 0x00000000
GIC_DIST_ENABLE_SET[9]         0xe0001124 0x00000000
GIC_DIST_ENABLE_SET[10]        0xe0001128 0x00000000
GIC_DIST_ENABLE_SET[11]        0xe000112c 0x00000000
GIC_DIST_ENABLE_SET[12]        0xe0001130 0x00000000
GIC_DIST_ENABLE_SET[13]        0xe0001134 0x00000000
GIC_DIST_ENABLE_SET[14]        0xe0001138 0x00000000
GIC_DIST_ENABLE_SET[15]        0xe000113c 0x00000000
GIC_DIST_ENABLE_SET[16]        0xe0001140 0x00000000
GIC_DIST_ENABLE_SET[17]        0xe0001144 0x00000000
GIC_DIST_ENABLE_SET[18]        0xe0001148 0x00000000
GIC_DIST_ENABLE_SET[19]        0xe000114c 0x00000000
GIC_DIST_ENABLE_SET[20]        0xe0001150 0x00000000
GIC_DIST_ENABLE_SET[21]        0xe0001154 0x00000000
GIC_DIST_ENABLE_SET[22]        0xe0001158 0x00000000
GIC_DIST_ENABLE_SET[23]        0xe000115c 0x00000000
GIC_DIST_ENABLE_SET[24]        0xe0001160 0x00000000
GIC_DIST_ENABLE_SET[25]        0xe0001164 0x00000000
GIC_DIST_ENABLE_SET[26]        0xe0001168 0x00000000
GIC_DIST_ENABLE_SET[27]        0xe000116c 0x00000000
GIC_DIST_ENABLE_SET[28]        0xe0001170 0x00000000
GIC_DIST_ENABLE_SET[29]        0xe0001174 0x00000000
GIC_DIST_ENABLE_SET[30]        0xe0001178 0x00000000
GIC_DIST_ENABLE_SET[31]        0xe000117c 0x00000000
GIC_DIST_ENABLE_CLEAR[0]       0xe0001180 0x0000FFFF
GIC_DIST_ENABLE_CLEAR[1]       0xe0001184 0x01302080
GIC_DIST_ENABLE_CLEAR[2]       0xe0001188 0x00221000
GIC_DIST_ENABLE_CLEAR[3]       0xe000118c 0x00000000
GIC_DIST_ENABLE_CLEAR[4]       0xe0001190 0x00000000
GIC_DIST_ENABLE_CLEAR[5]       0xe0001194 0x00000000
GIC_DIST_ENABLE_CLEAR[6]       0xe0001198 0x00000000
GIC_DIST_ENABLE_CLEAR[7]       0xe000119c 0x00000000
GIC_DIST_ENABLE_CLEAR[8]       0xe00011a0 0x00000000
GIC_DIST_ENABLE_CLEAR[9]       0xe00011a4 0x00000000
GIC_DIST_ENABLE_CLEAR[10]      0xe00011a8 0x00000000
GIC_DIST_ENABLE_CLEAR[11]      0xe00011ac 0x00000000
GIC_DIST_ENABLE_CLEAR[12]      0xe00011b0 0x00000000
GIC_DIST_ENABLE_CLEAR[13]      0xe00011b4 0x00000000
GIC_DIST_ENABLE_CLEAR[14]      0xe00011b8 0x00000000
GIC_DIST_ENABLE_CLEAR[15]      0xe00011bc 0x00000000
GIC_DIST_ENABLE_CLEAR[16]      0xe00011c0 0x00000000
GIC_DIST_ENABLE_CLEAR[17]      0xe00011c4 0x00000000
GIC_DIST_ENABLE_CLEAR[18]      0xe00011c8 0x00000000
GIC_DIST_ENABLE_CLEAR[19]      0xe00011cc 0x00000000
GIC_DIST_ENABLE_CLEAR[20]      0xe00011d0 0x00000000
GIC_DIST_ENABLE_CLEAR[21]      0xe00011d4 0x00000000
GIC_DIST_ENABLE_CLEAR[22]      0xe00011d8 0x00000000
GIC_DIST_ENABLE_CLEAR[23]      0xe00011dc 0x00000000
GIC_DIST_ENABLE_CLEAR[24]      0xe00011e0 0x00000000
GIC_DIST_ENABLE_CLEAR[25]      0xe00011e4 0x00000000
GIC_DIST_ENABLE_CLEAR[26]      0xe00011e8 0x00000000
GIC_DIST_ENABLE_CLEAR[27]      0xe00011ec 0x00000000
GIC_DIST_ENABLE_CLEAR[28]      0xe00011f0 0x00000000
GIC_DIST_ENABLE_CLEAR[29]      0xe00011f4 0x00000000
GIC_DIST_ENABLE_CLEAR[30]      0xe00011f8 0x00000000
GIC_DIST_ENABLE_CLEAR[31]      0xe00011fc 0x00000000
GIC_DIST_PENDING_SET[0]        0xe0001200 0x20000000
GIC_DIST_PENDING_SET[1]        0xe0001204 0x00008000
GIC_DIST_PENDING_SET[2]        0xe0001208 0x01000000
GIC_DIST_PENDING_SET[3]        0xe000120c 0x00000000
GIC_DIST_PENDING_SET[4]        0xe0001210 0x00000000
GIC_DIST_PENDING_SET[5]        0xe0001214 0x00000000
GIC_DIST_PENDING_SET[6]        0xe0001218 0x00000000
GIC_DIST_PENDING_SET[7]        0xe000121c 0x00000000
GIC_DIST_PENDING_SET[8]        0xe0001220 0x00000000
GIC_DIST_PENDING_SET[9]        0xe0001224 0x00000000
GIC_DIST_PENDING_SET[10]       0xe0001228 0x00000000
GIC_DIST_PENDING_SET[11]       0xe000122c 0x00000000
GIC_DIST_PENDING_SET[12]       0xe0001230 0x00000000
GIC_DIST_PENDING_SET[13]       0xe0001234 0x00000000
GIC_DIST_PENDING_SET[14]       0xe0001238 0x00000000
GIC_DIST_PENDING_SET[15]       0xe000123c 0x00000000
GIC_DIST_PENDING_SET[16]       0xe0001240 0x00000000
GIC_DIST_PENDING_SET[17]       0xe0001244 0x00000000
GIC_DIST_PENDING_SET[18]       0xe0001248 0x00000000
GIC_DIST_PENDING_SET[19]       0xe000124c 0x00000000
GIC_DIST_PENDING_SET[20]       0xe0001250 0x00000000
GIC_DIST_PENDING_SET[21]       0xe0001254 0x00000000
GIC_DIST_PENDING_SET[22]       0xe0001258 0x00000000
GIC_DIST_PENDING_SET[23]       0xe000125c 0x00000000
GIC_DIST_PENDING_SET[24]       0xe0001260 0x00000000
GIC_DIST_PENDING_SET[25]       0xe0001264 0x00000000
GIC_DIST_PENDING_SET[26]       0xe0001268 0x00000000
GIC_DIST_PENDING_SET[27]       0xe000126c 0x00000000
GIC_DIST_PENDING_SET[28]       0xe0001270 0x00000000
GIC_DIST_PENDING_SET[29]       0xe0001274 0x00000000
GIC_DIST_PENDING_SET[30]       0xe0001278 0x00000000
GIC_DIST_PENDING_SET[31]       0xe000127c 0x00000000
GIC_DIST_PENDING_CLEAR[0]      0xe0001280 0x20000000
GIC_DIST_PENDING_CLEAR[1]      0xe0001284 0x00008000
GIC_DIST_PENDING_CLEAR[2]      0xe0001288 0x01000000
GIC_DIST_PENDING_CLEAR[3]      0xe000128c 0x00000000
GIC_DIST_PENDING_CLEAR[4]      0xe0001290 0x00000000
GIC_DIST_PENDING_CLEAR[5]      0xe0001294 0x00000000
GIC_DIST_PENDING_CLEAR[6]      0xe0001298 0x00000000
GIC_DIST_PENDING_CLEAR[7]      0xe000129c 0x00000000
GIC_DIST_PENDING_CLEAR[8]      0xe00012a0 0x00000000
GIC_DIST_PENDING_CLEAR[9]      0xe00012a4 0x00000000
GIC_DIST_PENDING_CLEAR[10]     0xe00012a8 0x00000000
GIC_DIST_PENDING_CLEAR[11]     0xe00012ac 0x00000000
GIC_DIST_PENDING_CLEAR[12]     0xe00012b0 0x00000000
GIC_DIST_PENDING_CLEAR[13]     0xe00012b4 0x00000000
GIC_DIST_PENDING_CLEAR[14]     0xe00012b8 0x00000000
GIC_DIST_PENDING_CLEAR[15]     0xe00012bc 0x00000000
GIC_DIST_PENDING_CLEAR[16]     0xe00012c0 0x00000000
GIC_DIST_PENDING_CLEAR[17]     0xe00012c4 0x00000000
GIC_DIST_PENDING_CLEAR[18]     0xe00012c8 0x00000000
GIC_DIST_PENDING_CLEAR[19]     0xe00012cc 0x00000000
GIC_DIST_PENDING_CLEAR[20]     0xe00012d0 0x00000000
GIC_DIST_PENDING_CLEAR[21]     0xe00012d4 0x00000000
GIC_DIST_PENDING_CLEAR[22]     0xe00012d8 0x00000000
GIC_DIST_PENDING_CLEAR[23]     0xe00012dc 0x00000000
GIC_DIST_PENDING_CLEAR[24]     0xe00012e0 0x00000000
GIC_DIST_PENDING_CLEAR[25]     0xe00012e4 0x00000000
GIC_DIST_PENDING_CLEAR[26]     0xe00012e8 0x00000000
GIC_DIST_PENDING_CLEAR[27]     0xe00012ec 0x00000000
GIC_DIST_PENDING_CLEAR[28]     0xe00012f0 0x00000000
GIC_DIST_PENDING_CLEAR[29]     0xe00012f4 0x00000000
GIC_DIST_PENDING_CLEAR[30]     0xe00012f8 0x00000000
GIC_DIST_PENDING_CLEAR[31]     0xe00012fc 0x00000000
GIC_DIST_ACTIVE_SET[0]         0xe0001300 0x00000000
GIC_DIST_ACTIVE_SET[1]         0xe0001304 0x00000000
GIC_DIST_ACTIVE_SET[2]         0xe0001308 0x00000000
GIC_DIST_ACTIVE_SET[3]         0xe000130c 0x00000000
GIC_DIST_ACTIVE_SET[4]         0xe0001310 0x00000000
GIC_DIST_ACTIVE_SET[5]         0xe0001314 0x00000000
GIC_DIST_ACTIVE_SET[6]         0xe0001318 0x00000000
GIC_DIST_ACTIVE_SET[7]         0xe000131c 0x00000000
GIC_DIST_ACTIVE_SET[8]         0xe0001320 0x00000000
GIC_DIST_ACTIVE_SET[9]         0xe0001324 0x00000000
GIC_DIST_ACTIVE_SET[10]        0xe0001328 0x00000000
GIC_DIST_ACTIVE_SET[11]        0xe000132c 0x00000000
GIC_DIST_ACTIVE_SET[12]        0xe0001330 0x00000000
GIC_DIST_ACTIVE_SET[13]        0xe0001334 0x00000000
GIC_DIST_ACTIVE_SET[14]        0xe0001338 0x00000000
GIC_DIST_ACTIVE_SET[15]        0xe000133c 0x00000000
GIC_DIST_ACTIVE_SET[16]        0xe0001340 0x00000000
GIC_DIST_ACTIVE_SET[17]        0xe0001344 0x00000000
GIC_DIST_ACTIVE_SET[18]        0xe0001348 0x00000000
GIC_DIST_ACTIVE_SET[19]        0xe000134c 0x00000000
GIC_DIST_ACTIVE_SET[20]        0xe0001350 0x00000000
GIC_DIST_ACTIVE_SET[21]        0xe0001354 0x00000000
GIC_DIST_ACTIVE_SET[22]        0xe0001358 0x00000000
GIC_DIST_ACTIVE_SET[23]        0xe000135c 0x00000000
GIC_DIST_ACTIVE_SET[24]        0xe0001360 0x00000000
GIC_DIST_ACTIVE_SET[25]        0xe0001364 0x00000000
GIC_DIST_ACTIVE_SET[26]        0xe0001368 0x00000000
GIC_DIST_ACTIVE_SET[27]        0xe000136c 0x00000000
GIC_DIST_ACTIVE_SET[28]        0xe0001370 0x00000000
GIC_DIST_ACTIVE_SET[29]        0xe0001374 0x00000000
GIC_DIST_ACTIVE_SET[30]        0xe0001378 0x00000000
GIC_DIST_ACTIVE_SET[31]        0xe000137c 0x00000000
GIC_DIST_ACTIVE_CLEAR[0]       0xe0001380 0x00000000
GIC_DIST_ACTIVE_CLEAR[1]       0xe0001384 0x00000000
GIC_DIST_ACTIVE_CLEAR[2]       0xe0001388 0x00000000
GIC_DIST_ACTIVE_CLEAR[3]       0xe000138c 0x00000000
GIC_DIST_ACTIVE_CLEAR[4]       0xe0001390 0x00000000
GIC_DIST_ACTIVE_CLEAR[5]       0xe0001394 0x00000000
GIC_DIST_ACTIVE_CLEAR[6]       0xe0001398 0x00000000
GIC_DIST_ACTIVE_CLEAR[7]       0xe000139c 0x00000000
GIC_DIST_ACTIVE_CLEAR[8]       0xe00013a0 0x00000000
GIC_DIST_ACTIVE_CLEAR[9]       0xe00013a4 0x00000000
GIC_DIST_ACTIVE_CLEAR[10]      0xe00013a8 0x00000000
GIC_DIST_ACTIVE_CLEAR[11]      0xe00013ac 0x00000000
GIC_DIST_ACTIVE_CLEAR[12]      0xe00013b0 0x00000000
GIC_DIST_ACTIVE_CLEAR[13]      0xe00013b4 0x00000000
GIC_DIST_ACTIVE_CLEAR[14]      0xe00013b8 0x00000000
GIC_DIST_ACTIVE_CLEAR[15]      0xe00013bc 0x00000000
GIC_DIST_ACTIVE_CLEAR[16]      0xe00013c0 0x00000000
GIC_DIST_ACTIVE_CLEAR[17]      0xe00013c4 0x00000000
GIC_DIST_ACTIVE_CLEAR[18]      0xe00013c8 0x00000000
GIC_DIST_ACTIVE_CLEAR[19]      0xe00013cc 0x00000000
GIC_DIST_ACTIVE_CLEAR[20]      0xe00013d0 0x00000000
GIC_DIST_ACTIVE_CLEAR[21]      0xe00013d4 0x00000000
GIC_DIST_ACTIVE_CLEAR[22]      0xe00013d8 0x00000000
GIC_DIST_ACTIVE_CLEAR[23]      0xe00013dc 0x00000000
GIC_DIST_ACTIVE_CLEAR[24]      0xe00013e0 0x00000000
GIC_DIST_ACTIVE_CLEAR[25]      0xe00013e4 0x00000000
GIC_DIST_ACTIVE_CLEAR[26]      0xe00013e8 0x00000000
GIC_DIST_ACTIVE_CLEAR[27]      0xe00013ec 0x00000000
GIC_DIST_ACTIVE_CLEAR[28]      0xe00013f0 0x00000000
GIC_DIST_ACTIVE_CLEAR[29]      0xe00013f4 0x00000000
GIC_DIST_ACTIVE_CLEAR[30]      0xe00013f8 0x00000000
GIC_DIST_ACTIVE_CLEAR[31]      0xe00013fc 0x00000000
GIC_DIST_PRI[0]                0xe0001400 0xA0A0A0A0
GIC_DIST_PRI[1]                0xe0001404 0xA0A0A0A0
GIC_DIST_PRI[2]                0xe0001408 0xA0A0A0A0
GIC_DIST_PRI[3]                0xe000140c 0xA0A0A0A0
GIC_DIST_PRI[4]                0xe0001410 0x00000000
GIC_DIST_PRI[5]                0xe0001414 0x00000000
GIC_DIST_PRI[6]                0xe0001418 0xA0A0A0A0
GIC_DIST_PRI[7]                0xe000141c 0xA0A0A0A0
GIC_DIST_PRI[8]                0xe0001420 0xA0A0A0A0
GIC_DIST_PRI[9]                0xe0001424 0xA0A0A0A0
GIC_DIST_PRI[10]               0xe0001428 0xA0A0A0A0
GIC_DIST_PRI[11]               0xe000142c 0xA0A0A0A0
GIC_DIST_PRI[12]               0xe0001430 0xA0A0A0A0
GIC_DIST_PRI[13]               0xe0001434 0xA0A0A0A0
GIC_DIST_PRI[14]               0xe0001438 0xA0A0A0A0
GIC_DIST_PRI[15]               0xe000143c 0xA0A0A0A0
GIC_DIST_PRI[16]               0xe0001440 0xA0A0A0A0
GIC_DIST_PRI[17]               0xe0001444 0xA0A0A0A0
GIC_DIST_PRI[18]               0xe0001448 0xA0A0A0A0
GIC_DIST_PRI[19]               0xe000144c 0xA0A0A0A0
GIC_DIST_PRI[20]               0xe0001450 0xA0A0A0A0
GIC_DIST_PRI[21]               0xe0001454 0xA0A0A0A0
GIC_DIST_PRI[22]               0xe0001458 0xA0A0A0A0
GIC_DIST_PRI[23]               0xe000145c 0xA0A0A0A0
GIC_DIST_PRI[24]               0xe0001460 0xA0A0A0A0
GIC_DIST_PRI[25]               0xe0001464 0xA0A0A0A0
GIC_DIST_PRI[26]               0xe0001468 0xA0A0A0A0
GIC_DIST_PRI[27]               0xe000146c 0xA0A0A0A0
GIC_DIST_PRI[28]               0xe0001470 0xA0A0A0A0
GIC_DIST_PRI[29]               0xe0001474 0xA0A0A0A0
GIC_DIST_PRI[30]               0xe0001478 0xA0A0A0A0
GIC_DIST_PRI[31]               0xe000147c 0xA0A0A0A0
GIC_DIST_TARGET[0]             0xe0001800 0x00000000
GIC_DIST_TARGET[1]             0xe0001804 0x00000000
GIC_DIST_TARGET[2]             0xe0001808 0x00000000
GIC_DIST_TARGET[3]             0xe000180c 0x00000000
GIC_DIST_TARGET[4]             0xe0001810 0x00000000
GIC_DIST_TARGET[5]             0xe0001814 0x00000000
GIC_DIST_TARGET[6]             0xe0001818 0x01010101
GIC_DIST_TARGET[7]             0xe000181c 0x01010101
GIC_DIST_TARGET[8]             0xe0001820 0x01010101
GIC_DIST_TARGET[9]             0xe0001824 0x01010101
GIC_DIST_TARGET[10]            0xe0001828 0x01010101
GIC_DIST_TARGET[11]            0xe000182c 0x01010101
GIC_DIST_TARGET[12]            0xe0001830 0x01010101
GIC_DIST_TARGET[13]            0xe0001834 0x01010101
GIC_DIST_TARGET[14]            0xe0001838 0x01010101
GIC_DIST_TARGET[15]            0xe000183c 0x01010101
GIC_DIST_TARGET[16]            0xe0001840 0x01010101
GIC_DIST_TARGET[17]            0xe0001844 0x01010101
GIC_DIST_TARGET[18]            0xe0001848 0x01010101
GIC_DIST_TARGET[19]            0xe000184c 0x01010101
GIC_DIST_TARGET[20]            0xe0001850 0x01010101
GIC_DIST_TARGET[21]            0xe0001854 0x01010101
GIC_DIST_TARGET[22]            0xe0001858 0x01010101
GIC_DIST_TARGET[23]            0xe000185c 0x01010101
GIC_DIST_TARGET[24]            0xe0001860 0x01010101
GIC_DIST_TARGET[25]            0xe0001864 0x01010101
GIC_DIST_TARGET[26]            0xe0001868 0x01010101
GIC_DIST_TARGET[27]            0xe000186c 0x01010101
GIC_DIST_TARGET[28]            0xe0001870 0x01010101
GIC_DIST_TARGET[29]            0xe0001874 0x01010101
GIC_DIST_TARGET[30]            0xe0001878 0x01010101
GIC_DIST_TARGET[31]            0xe000187c 0x01010101
GIC_DIST_CONFIG[0]             0xe0001c00 0xAAAAAAAA
GIC_DIST_CONFIG[1]             0xe0001c04 0x7DFF0000
GIC_DIST_CONFIG[2]             0xe0001c08 0x55555555
GIC_DIST_CONFIG[3]             0xe0001c0c 0x55555555
GIC_DIST_CONFIG[4]             0xe0001c10 0x55555555
GIC_DIST_CONFIG[5]             0xe0001c14 0x55555555
GIC_DIST_CONFIG[6]             0xe0001c18 0x55555555
GIC_DIST_CONFIG[7]             0xe0001c1c 0x55555555
GIC_DIST_CONFIG[8]             0xe0001c20 0x00000000
GIC_DIST_CONFIG[9]             0xe0001c24 0x00000000
GIC_DIST_CONFIG[10]            0xe0001c28 0x00000000
GIC_DIST_CONFIG[11]            0xe0001c2c 0x00000000
GIC_DIST_CONFIG[12]            0xe0001c30 0x00000000
GIC_DIST_CONFIG[13]            0xe0001c34 0x00000000
GIC_DIST_CONFIG[14]            0xe0001c38 0x00000000
GIC_DIST_CONFIG[15]            0xe0001c3c 0x00000000
GIC_DIST_CONFIG[16]            0xe0001c40 0x00000000
GIC_DIST_CONFIG[17]            0xe0001c44 0x00000000
GIC_DIST_CONFIG[18]            0xe0001c48 0x00000000
GIC_DIST_CONFIG[19]            0xe0001c4c 0x00000000
GIC_DIST_CONFIG[20]            0xe0001c50 0x00000000
GIC_DIST_CONFIG[21]            0xe0001c54 0x00000000
GIC_DIST_CONFIG[22]            0xe0001c58 0x00000000
GIC_DIST_CONFIG[23]            0xe0001c5c 0x00000000
GIC_DIST_CONFIG[24]            0xe0001c60 0x00000000
GIC_DIST_CONFIG[25]            0xe0001c64 0x00000000
GIC_DIST_CONFIG[26]            0xe0001c68 0x00000000
GIC_DIST_CONFIG[27]            0xe0001c6c 0x00000000
GIC_DIST_CONFIG[28]            0xe0001c70 0x00000000
GIC_DIST_CONFIG[29]            0xe0001c74 0x00000000
GIC_DIST_CONFIG[30]            0xe0001c78 0x00000000
GIC_DIST_CONFIG[31]            0xe0001c7c 0x00000000
GIC_DIST_SOFTINT               0xe0001f00 0x00000000
GIC_DIST_SGI_PENDING_CLEAR[0]  0xe0001f10 0x00000000
GIC_DIST_SGI_PENDING_CLEAR[1]  0xe0001f14 0x00000000
GIC_DIST_SGI_PENDING_CLEAR[2]  0xe0001f18 0x00000000
GIC_DIST_SGI_PENDING_CLEAR[3]  0xe0001f1c 0x00000000
GIC_DIST_SGI_PENDING_SET[0]    0xe0001f20 0x00000000
GIC_DIST_SGI_PENDING_SET[1]    0xe0001f24 0x00000000
GIC_DIST_SGI_PENDING_SET[2]    0xe0001f28 0x00000000
GIC_DIST_SGI_PENDING_SET[3]    0xe0001f2c 0x00000000

=== twd ===
TWD_TIMER_LOAD      0xe0000600 0x00004249
TWD_TIMER_COUNTER   0xe0000604 0x00000000
TWD_TIMER_CONTROL   0xe0000608 0x00000005
TWD_TIMER_INTSTAT   0xe000060C 0x00000001

